val,City name,City name (CDP),City name (carbonn),City name (PKU),City name (GEA),City name (UITP),City name (WB),Definition (CDP),Definition (carbonn),Definition (WB),Study year (WB),Reporting year (CDP),Scope-1 GHG emissions [tCO2 or tCO2-eq],Scope-1 source dataset,Scope-1 GHG emissions units,Year of emission,Emissions protocol,Gases included (CDP),Methodology details (CDP),Increase/Decrease from last year (CDP),Reason for increase/decrease in emissions (CDP),Scope-2 (CDP) [tCO2-eq],Total emissions (CDP) [tCO2-eq],CDP2016 data edited (CDP),Emissions Quality Flag (CDP),S1 lower bound [tCO2] (CDP),S1 upper bound [tCO2] (CDP),S1 mean (CDP) [tCO2],TOT lower bound [tCO2] (CDP),TOT upper bound [tCO2] (CDP),TOT mean (CDP) [tCO2],Scope fraction (CDP),CO2 emissions per capita (PKU) [tCO2/capita],City location (CDP) [degrees],Latitude (others) [degrees],Longitude (others) [degrees],Coordinate source (others),Country,Region,Population (CDP),Population year (CDP),Population (carbonn),Population year (carbonn),Urban population (PKU),Population (GEA),Population (UITP),Population (WB),Population year (WB),Population (others),Population year (others),Population source (others),Population 1950 (WB),Population 1990 (WB),Population 2010 (WB),Population growth rate 1950-2010 (WB) [people/60years],Population growth rate 1990-2010 (WB) [people/20years],Ancillary from GEA+,City area (CDP) [km2],City area (GEA) [km2],City area (WB) [km2],Built-up area (PKU) [km2],City area (others) [km2],City area source year (others),City area source (others),Population density (GEA) [people/km2],Population density (UITP) [people/km2],Population density (WB) [people/km2],Population/sqrt(area) (GEA) [people/km],Population/sqrt(area) (WB) [people/km],Average altitude [m],Average annual temperature (CDP) [degrees Celsius],Weather station ID (GEA+),CDD 23C (GEA+) [degrees C × days],HDD 15.5C (GEA+) [degrees C × days],HDD 15.5C (clim) [degrees C × days],CDD 23C (clim) [degrees C × days],GDP (CDP) [multiple units],GDP unit (CDP),GDP year (CDP),GDP source (CDP),GDP (carbonn) [multiple units],nGDP (carbonn) [multiple units],GDP unit (carbonn),GDP year (carbonn),GDP (PKU) [10000 RMB],Income per capita (PKU) [RMB/capita],GDP-PPP (others) [$BN],GDP-PPP/capita (others) [USD/capita],GDP-PPP source (others),GDP-PPP year (others),nGDP (others) [$BN],nGDP/capita (others) [USD/capita],nGDP source (others),nGDP year (others),GDP-PPP/capita (GEA) [USD/year],GDP-PPP/capita (UITP) [USD/year],GDP-PPP/capita (WB) [USD/year],Total final consumption per capita (GEA) [GJ/capita/yr],Energy per capita CO2 (WB) [tCO2-eq/capita/yr],Diesel price (GEA+) [USD/liter],Gasoline price (GEA+) [USD/liter],Center of commerce index (GEA+) [dimensionless],Household size (GEA+) [people/household],Household size year (GEA+),Household source (GEA+),Household size comment (GEA+),Urbanization ratio (GEA+) [percent],Water bounded (GEA+),Other bounded (GEA+),Mean one-way travel time (others) [minutes],Mean one-way travel time year (others),Mean one-way travel time source (others),Diesel price 2014 (others) [USD/liter],Gasoline price 2014 (others) [USD/liter],Household size (others) [people/household],Household size year (others),Household size source (others),Household size comment (others),Congestion rank (INRIX) [dimensionless],Peak hours spent in congestion (INRIX) [hours],INRIX congestion index (INRIX) [dimensionless],Average congestion rate (INRIX) [percent],Congestion rank (TomTom) [dimensionless],Congestion level (TomTom) [× 100 percent],Congestion change (TomTom) [× 100 percent],Morning peak (TomTom) [percent],Evening peak (TomTom) [percent],Economy (IESE) [dimensionless],Environment (IESE) [dimensionless],Governance (IESE) [dimensionless],Human capital (IESE) [dimensionless],International impact (IESE) [dimensionless],Mobility and transportation (IESE) [dimensionless],Public management (IESE) [dimensionless],Social cohesion (IESE) [dimensionless],Technology (IESE) [dimensionless],Urban planning (IESE) [dimensionless],CIMI (IESE) [dimensionless],CIMI ranking (IESE) [dimensionless],CIMI performance (IESE) [dimensionless],Urban area name (UEX),Low BUA - 1990 (UEX) [km2],Low BUA - 2000 (UEX) [km2],Low BUA - 2014 (UEX) [km2],High BUA - 1990 (UEX) [km2],High BUA - 2000 (UEX) [km2],High BUA - 2014 (UEX) [km2],Low BUA % - 1990 (UEX) [percent],Low BUA % - 2000 (UEX) [percent],Low BUA % - 2014 (UEX) [percent],High BUA % - 1990 (UEX) [percent],High BUA % - 2000 (UEX) [percent],High BUA % - 2014 (UEX) [percent],Low BUA population density - 1990 (UEX) [people/km2],High BUA population density - 1990 (UEX) [people/km2],Low BUA population density - 2000 (UEX) [people/km2],High BUA population density - 2000 (UEX) [people/km2],Low BUA population density - 2014 (UEX) [people/km2],High BUA population density - 2014 (UEX) [people/km2],Exports (others) [m3],Production (others) [m3],Natgas Export/Production ratio (others),CH4_waste/capita (others) [tCH4/capita],CH4_waste+natgas/capita (others) [tCH4/capita],Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita],Year from CIA (others),AQF (CDP/GEA),AQF (CDP/WB),AQF (CDP/OTHERS),AQF (PKU/GEA),AQF (PKU/WB),AQF (PKU/OTHERS),PQF (CDP),PQF (carbonn),PQF (WB),PQF (WB2010),PQF (OTHERS),HQF (GEA+),HQF (OTHERS)
190,Moita,Município de Moita,,,,,,Administrative boundary of a local government,,,,2016,49910,CDP,tCO2,2013,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2,This energy consumption ´s data were collected from Directorate General for Energy and Geology (DGEG),Decreased,Consumption reduction,46598,96508,,A,,,,,,,1,,"(41.30284, -8.65731)",38.65,-8.983333,https://en.wikipedia.org/wiki/Moita,Portugal,Europe,66029,2011,,,,,,,,66029,2011,"https: THIS MOITA IS NEAR LISBON, NOT NEAR PORTO ACCORDING TO CDP LAT/LON COORDS.//en.wikipedia.org/wiki/Moita. NB:",,,,,,,55,,,,55.26,,https://en.wikipedia.org/wiki/Moita,,,,,,10,17.5,,,,464,73,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,36.86701308699,2011,"Statistics Portugal, Population and housing census – 2001; https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_indicadores&indOcorrCod=0000685&selTab=tab0&xlang=en",1.64,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,see: Lisbon Urban Area,,,,,,,,,,,,,,,,,,,0,1,0,0.0311275785,0.0361368851,0.0361368851,,,,1,,,,1,,,,1,,
191,Montreal,Ville de Montreal,,,,Montreal,,Other: The regional entity that constitutes the agglomeration of Montreal (it is not the metropolitan area of Montreal whitch is bigger than the agglomeration of Montreal) - see Question 1 in the Introduction for more information,,,,2016,13634331,CDP,tCO2-eq,2009,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O,"2006 IPCC Guidelines for National Greenhouse Gas Inventories AND Guide d'inventaire des émissions de gaz à effet de serre d'un organisme municipal (MDDEP, 2009)",Stayed the same,We have not produced a new inventory.,88611,13722942,,A,9752290.92169859,11159093.9265385,10455692.4241185,9840901.92169859,11247704.9265385,10544303.4241185,1,,"(45.5086699, -73.5539925)",45.5,-73.566667,https://en.wikipedia.org/wiki/Montreal,Canada,North America,1886481,2011,,,,,3224130,,,1704694,2016,https://en.wikipedia.org/wiki/Montreal#cite_note-cp2016-2,,,,,,1,500,,,,431.5,2016,https://en.wikipedia.org/wiki/Montreal#cite_note-mamrot-1,,3170,,,,17,6.8,CWTA,,,1579,14,120118000000,CAD     Canadian Dollar,2014,"Ville de Montréal, Montréal en statistiques, http://ville.montreal.qc.ca/portal/page?_pageid=6897,67887843&_dad=portal&_schema=PORTAL",,,,,,,155.905,38867,[1],2014,151,39129.3081109096,[19],,,16065.68,,,,0.9,0.76,51.6,,,,,80.122,,,29.7,2011,"2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf",1.16,1.17,2.8,2011,average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=2466023&Data=Count&SearchText=montreal&SearchType=Begins&SearchPR=24&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2],,27,52,9.7,14.0%,86,0.29,0.03,48%,59%,29,65,8,54,52,90,32,46,47,34,76.49,31,RA,Ville de Montreal Urban Area,321.75,326,321.3125,892.5625,968.3125,1052.5625,0.264964743424777,0.251871167125404,0.233873168956419,0.735035256575223,0.748128832874596,0.766126831043581,433.494175565211,2060.95337453851,390.126783050952,3098.0267911601,258.006415062165,3271.44411985582,77960000000,151500000000,0.51,0.046860437,0.1017275144,0.0734936045,,,,1,,,,1,,,,0,,1
192,Msunduzi,,Msunduzi Local Municipality,,Msunduzi ,,,,Municipality,,,,1289214,carbonn,tCO2-eq,2015,Community - GPC,,,,,,,,,,,,,,,,,,-29.6179,30.3825,carbonn,South Africa,Africa,,,618536,2011,,562373,,,,618536,2011,Wikipedia,,,,,,1,,634,,,634,2011,Wikipedia,887.023659305994,,,22334.6850516162,,,,FADN,292,93,356,74,,,,,178449310508,210255077800.522,USD,2011,,,,,,,,,,,5472.64960218485,,,52,,0.95,0.87,,4.58,2007,http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp,Calculation: pop/household (616733/134390),59.256,0,Mountains,,,,1.17,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,Msunduzi Urban Area,86.5625,105.375,119.75,79.375,104.375,111.0625,0.52165725047081,0.50238379022646,0.518819388031411,0.47834274952919,0.49761620977354,0.481180611968589,458.032659389043,7490.96734669479,1136.96441404767,3477.65041674597,1065.24291440684,3887.3772979958,,,,,,,,,,,,,,,1,,,1,1,
193,Mudanjiang,,,Mudanjiang,,,,,,,,,744132.012381,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.462093915341,,44.55,129.633333333,wikipedia,China,East Asia,,,,,1610348,,,,,965154,,"wikipedia, urban values",,,,,,,,,,74.3,2495,,"(urban), from wikipedia",,,,,,,,,,,4737,7,,,,,,,,,2354881,32498.01,,,,2008,4,4145.07772021,[19],,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Mudanjiang Urban Area,53.3125,56.6875,60,93.4375,97.625,103.5,0.363287904599659,0.367355204536249,0.36697247706422,0.636712095400341,0.632644795463751,0.63302752293578,802.226980267573,7039.66409643512,906.03924032313,7747.26984918377,750.726131184182,7651.12212119356,,,,,,,,,,,,,0,,,,,,,
194,Naga,,City of Naga,,,,,,Special municipality / Federal district,,,,243527,carbonn,tCO2-eq,2014,Community,,,,,,,,,,,,,,,,,,13.62178,123.194824,carbonn,Philippines,Southeast Asia,,,196003,2015,,,,,,115750,2015,Wikipedia,,,,,,,,,,,101.97,2015,Wikipedia,,,,,,,,,,,0,1280,,,,,,568720837.96945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Naga Urban Area,80.625,86.625,91.8125,21.25,28.1875,41.875,0.791411042944785,0.754491017964072,0.686769518466573,0.208588957055215,0.245508982035928,0.313230481533427,824.955043284666,6638.84662194847,1243.03750603722,4418.57051265742,1614.63571571054,5211.18328315393,,,,,,,,,,,,,,,1,,,1,,
195,Nagoya,City of Nagoya,,,,,,Administrative boundary of a local government,,,,2016,7690000,CDP,tCO2-eq,2013,Other,CO2; CH4; N2O; HFCs; PFCs; SF6,コメント欄のとおり: 地球温暖化対策地方公共団体実行計画（区域施策編）策定マニュアル（第１版）に基づき、市内における人為的な活動に伴う排出量を把握している。,Decreased,市内におけるエネルギー消費量が減少したことに加えて、電気事業者の取組みによって電力原単位が改善したことが大きく影響している。,5730000,13420000,,A,7506123.40128279,7529624.57875489,7517873.99001884,13236123.4012828,13259624.5787549,13247873.9900188,1,,"(35.181446, 136.906398)",35.183,136.9,https://en.wikipedia.org/wiki/Nagoya,Japan,East Asia,2274511,2015,,,,,,,,2215062,2015,(Designated City) https://en.wikipedia.org/wiki/Nagoya,,,,,,,326,,,,326.45,2015,(Designated City) https://en.wikipedia.org/wiki/Nagoya,,,,,,18.3,16.1,,,,2006,71,11847100000000,JPY     Japanese yen,2012,本市統計,,,,,,,363.751,40144,[1],2014,444,49653.3214046075,[19],,,,,,,,,,,,,,,,,30.7,,,1.1,1.38,2.17,2015,http://www.city.yokohama.lg.jp/ex/stat/jinko/city/new-e.html,,,,,,,,,,,51,38,113,14,147,100,64,32,155,128,63.71,81,RA,City of Nagoya Urban Area,1077.125,1072.1875,1055.8125,2928.5625,3064.0625,3141.5625,0.268898909363249,0.259217286189181,0.251541141785044,0.731101090636751,0.740782713810819,0.748458858214956,436.035737368543,5656.18318972176,293.4693244681,2896.7485350814,279.87304146179,2937.92259052792,0,1,0,0.0025182088,0.0028872234,0.0028872234,,,,1,,,,1,,,,1,,1
196,Nagpur,,Nagpur Municipal Corporation,,,,,,Municipality,,,,1534552.31,carbonn,tCO2-eq,2007,Community,,,,,,,,,,,,,,,,,,21.15,79.09,carbonn,India,South Asia,,,2405421,2011,,,,,,2497870,2011,Wikipedia,,,,,,,,,,,227.36,2011,Wikipedia,,,,,,,,,,,0,1488,,,,,,4719820245.68673,,,,,,,,,4.71982024568673,,"carbonn, scaled to $BN USD",,,,,,,,,,,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagpur Urban Area,148.875,172.875,215.5,187.4375,219,244.3125,0.442668648950009,0.441148325358852,0.468669294549409,0.557331351049991,0.558851674641148,0.531330705450591,2529.73816246613,24019.5153272052,1285.3949871959,12224.7441765772,1128.54516810426,12722.5080404021,,,,,,,,,,,,,,,1,,,1,,
197,Nanchang,,,Nanchang,Nanchang,,,,,,,,2484926.25,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.75,,28.6833333333,115.883333333,wikipedia,China,East Asia,,,,,3313235,4839600,,,,2357839,,"wikipedia, urban values",,,,,,1,,7372,,300.9,617,,"(urban), from wikipedia",656.483993488877,,,56365.946589131,,,,ZSCN,756,974,988,592,,,,,,,,,15009764,38344.43,0.00075,,[1],2014,5,2631.57894737,[19],,7090.7369051689,,,42.5860713062922,,1.01,0.99,,3.61,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Jiangxi""",42.522,0,"Mountains, Large River",,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanchang Urban Area,298.375,353.8125,406.4375,208,267.375,400.875,0.58923722537645,0.569574403863568,0.503445072385229,0.41076277462355,0.430425596136432,0.496554927614771,1830.33475960076,14281.1846911797,1164.23364819161,10070.538084921,983.771899363318,8499.94421020118,,,,,,,,,,,0,,0,,,,,,1,
198,Nancy,Communauté urbaine du Grand Nancy,,,,,,A metropolitan area,,,,2016,,CDP,tCO2-eq,2016,Other,CO2; CH4; N2O; HFCs; PFCs; SF6,http://www.citepa.org/fr/activites/inventaires-des-emissions/secten,,,,2150000,,D,,,,1997781.966284,2085974.46353,2041878.214907,,,"(48.692054, 6.184417)",48.694,6.1846,"https://en.wikipedia.org/wiki/Nancy,_France",France,Europe,265000,2014,,,,,,,,260665,2014,(Greater Nancy) https://en.wikipedia.org/wiki/M%C3%A9tropole_du_Grand_Nancy,,,,,,,142.3,,,,142.3,,https://en.wikipedia.org/wiki/M%C3%A9tropole_du_Grand_Nancy,,,,,,212,10.5,,,,2280,6,,EUR     Euro,2015,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,24,2013,,1.63,1.79,1.9,2012,eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en],,820,9,1.6,3.5%,- ,0.2,0.03,32%,39%,,,,,,,,,,,,,,Communauté urbaine du Grand Nancy Urban Area,26.25,27.6875,27.5625,69.6875,72.5625,76.75,0.273615635179153,0.276184538653367,0.264230077890953,0.726384364820847,0.723815461346633,0.735769922109047,265.342371312966,5035.91219519781,286.996392973701,3616.65541658886,240.442613291843,3336.16603075953,770000000,1566000000,0.49,0.0086287785,0.032012112,0.0205145598,2004,,,1,,,,1,,,,1,,1
199,"Nanjing, Jiangsu",,,Nanjing,"Nanjing, Jiangsu",,,,,,,,9689288.42149,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.55322211,,32.05,118.766666667,wikipedia,China,East Asia,,,,,6238186,6072300,,,,8335000,2017,"(sub-provincial city), from wikipedia",,,,,,1,,6598,,736.6,6587.02,,"(city), from wikipedia",920.324340709306,,,74756.1736185656,,,,ZSNJ,514,1466,1472,399,,,,,,,,,45152168,49704.21,0.00155322211,,[1],2014,68.5,9559.02874686,"[3], [19]",,13240.5370946044,,,69.222495841092,,1.01,0.99,,3.61,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Jiangxi""",42.522,0,Large River,,,,1.09,1.17,,,,,,,,,38,0.38,0.05,64%,67%,,,,,,,,,,,,,,"Nanjing, Jiangsu Urban Area",529.3125,645.5,702,412.25,538.75,824.9375,0.562163956189844,0.545070719864893,0.459743768163399,0.437836043810156,0.454929280135107,0.540256231836601,2048.53008338106,12260.3783521544,998.419077979272,8411.18429891405,824.671129512094,8443.71887839972,,,,,,,,,,,0,,0,,,,,0,1,
200,Nanning,,,Nanning,Nanning,,,,,,,,3640328.08198,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.01732512932,,22.8166666667,108.316666667,wikipedia,China,East Asia,,,,,3578333,6718900,,,,4037000,,"wikipedia, urban values",,,,,,1,,,,262.3,,,"(urban), from wikipedia",300,,,,,,,ZGNN,808,350,299,617,,,,,,,,,13039407,39013.88,0.00101732512932,,[1],2014,20,5819.02822229,[19],,3753.89229959285,,,23.2720084836302,,1.01,0.99,,3.67,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Guangxi""",42.522,0,Large River,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanning Urban Area,110.125,122.375,142.625,128.8125,164.125,185.75,0.460894585404133,0.427137870855148,0.434335744194899,0.539105414595867,0.572862129144852,0.565664255805101,1421.20754327811,17180.3324887968,1026.8453078924,13356.5381292957,921.21490444093,13338.9518943505,,,,,,,,,,,,,,,,,,,1,
201,Nantes,,Urban Community of Nantes Métropole,,,Nantes,,,Intercommunality,,,,2076210,carbonn,tCO2-eq,2003,Community,,,,,,,,,,,,,,,,,,47.2181,-1.5528,carbonn,France,Europe,,,602923,2012,,,534000,,,612782,2013,Wikipedia,,,,,,1,,,,,537.7,2013,Wikipedia,,3584,,,,,,LFRS,,,1690,7,,,,,21300000000,25096388125.0208,USD,2011,,,32.014,36011,[1],2014,32.9961,37081.602654008,[24],2012,,32332.26,,,,1.45,1.52,,2.17,2009,http://www.recensement.insee.fr/home.action,Calculation: pop/household (582159/267250),81.555,0,Large River,,,,1.63,1.79,,,,,208,27,4.4,7.8%,- ,0.25,0.03,52%,51%,,,,,,,,,,,,,,Nantes Urban Area,137.75,144.6875,144.6875,173,193,216.1875,0.443282381335479,0.428465667221914,0.400935226879113,0.556717618664521,0.571534332778086,0.599064773120887,1205.18593800717,5561.33298931595,245.949821453624,2774.51327443493,232.722006609868,2636.1752009043,,,,,,,,,,,,,,,0,,,0,1,
202,Nashville and Davidson,Metropolitan Government of Nashville and Davidson County,,,,,,Administrative boundary of a local government,,,,2017,6680194,CDP,tCO2-eq,2014,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,,Increased,"There was a small increase since the 2011 inventory, which was an incomplete inventory due to limited availability of data. Because of limited documentation of the 2011 inventory, it is difficult to compare the two inventories. There has been a decrease in emissions since the 2005 inventory, even with a growing population. Contributing to decreases in reported community emissions are lower emissions from Nashville’s electric power source, TVA (their emissions per unit energy output declined by about 15% from 2005 to 2014), and more efficient vehicles (vehicle CO2e emissions per mile have decreased from about 450 to 350 grams/mile between 2005 and 2014). Meanwhile (although specific data is unavailable to demonstrate the quantity), building energy efficiency has been improving through both new and retrofit projects during this time frame. LEED certification and Energy Star are examples of growing programs that help improve building energy efficiency.",5801169,12481363,"Replaced by CDP2017 data. Reason:  TOT = s1, s2 does not exist (Case 1b) in CDP2016. Soln: Replace with CDP2017 values (TOT, s1 and s2)",A,6002247.66073028,6343755.96835472,6173001.8145425,11803416.6607303,12144924.9683547,11974170.8145425,1,,"(36.1627, -86.7816)",36.155,-86.761944,"https://en.wikipedia.org/wiki/Nashville-Davidson_(balance),_Tennessee",USA,North America,678889,2015,,,,,,,,660388,2016,https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216,,,,,,,1367,,,,1230.5819487,2010,https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216,,,,,,182,15.1,,,,493,247,106695000000,USD     US Dollar,2014,MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels,,,,,,,94.968,53193,[1],2014,73,45710.7075767063,[19] The numbers are for Nashville only.,,,,,,,,,,,,,,,,,24.1,2015,https://datausa.io/profile/geo/nashville-davidson-metropolitan-government-(balance)-tn/,0.97,0.86,2.4,2011-2015,https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216,,126,34,5.8,11.4%,122,0.23,0.01,41%,62%,,,,,,,,,,,,,,Metropolitan Government of Nashville and Davidson County Urban Area,303,307.3125,302,433.875,501.9375,568.75,0.411195928753181,0.379749768303985,0.346827447602641,0.588804071246819,0.620250231696015,0.653172552397359,386.588840685609,1328.76463269616,239.444442228815,991.981189405231,208.336854932263,1093.06139302457,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
203,Nelson Mandela,,Nelson Mandela Bay Metropolitan Municipality,,Nelson Mandela ,,,,Independent municipality,,,,4986052,carbonn,tCO2-eq,2012,Community,,,,,,,,,,,,,,,,,,-33,25,carbonn,South Africa,Africa,,,1152115,2011,,1013883,,,,1152115,2011,Wikipedia,,,,,,1,,1959,,,1959,2011,Wikipedia,517.551301684533,,,22907.1269784279,,,,FAJS,114,668,586,78,,,,,42000000000,6002821921.49932,ZAR,2012,,,,,,,,,,,8942.07135236225,,,30,,0.95,0.87,,3.79,2007,http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp,Calculation: pop/household (1050934/276880),59.256,1,,,,,1.17,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelson Mandela (Nelson Mandela Bay Municipality) Urban Area,128.1875,130.625,130.75,269,280.125,312.25,0.322738001573564,0.318015824710895,0.295146726862302,0.677261998426436,0.681984175289105,0.704853273137698,565.338581151023,5964.46941978431,248.527598384577,2843.10388758227,109.155626313551,3139.37018483837,,,,,,,,,,,,,,,1,,,1,1,
204,New Orleans,City of New Orleans,,,,,,A metropolitan area,,,,2016,2419891,CDP,tCO2-eq,2014,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,,This is our first year of calculation,,2138684,4558575,S1 derived from TOT - S2 in CDP2016 dataset,C,2030814.99660732,2226807.92371575,2128811.46016154,4169498.99660733,4365491.92371575,4267495.46016154,1,,"(29.9511, -90.0715)",29.95,-90.066667,https://en.wikipedia.org/wiki/New_Orleans,USA,North America,389617,2015,,,,,,,,391495,2016,"https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216",,,,,,,468,,,,438.7961058,2010,"https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216",,,,,,-1,20.9,,,,281,1634,80278000000,USD     US Dollar,2014,Bureau of Economic Analysis,,,,,,,74.225,58762,[1],2014,61,52270.7797772065,[19],,,,,,,,,,,,,,,,,23.4,(2011-2015),,0.97,0.86,2.38,2011-2015,https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana/PST045216,,227,26,4.5,7.0%,123,0.23,0.01,33%,50%,,,,,,,,,,,,,,City of New Orleans Urban Area,136.0625,144.75,150.8125,483.625,503.1875,530.375,0.219566313666162,0.223401176811035,0.221396458390678,0.780433686333838,0.776598823188965,0.778603541609322,294.467615320843,917.36490423351,122.51837610477,1992.14875653674,45.8426683029907,1393.34271809372,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
205,New Taipei,New Taipei City Government,,,,,,Administrative boundary of a local government,,,,2016,6149934,CDP,tCO2-eq,2014,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O; HFCs; PFCs; SF6,"GHG Protocol is working to give cities the standards and tools they need to measure their emissions, build more effective emissions reduction strategies, set measurable and more ambitious emission reduction goals, and to track their progress more accurately and comprehensively.",Increased,Population growing and new regulation on emissions reporting for high carbon-density industries.,11083990,17233924,,A,4492239.26608242,4714744.48697321,4603491.87652782,15576229.2660824,15798734.4869732,15687481.8765278,1,,"(25.0111, 121.4458)",25.011,121.445833,https://en.wikipedia.org/wiki/New_Taipei_City,Taiwan,East Asia,3966818,2014,,,,,,,,3972204,2016,(Special municipality) https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-3,,,,,,,2053,,,,2052.57,,https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-1,,,,,,10,21,,,,302,310,530043000000,USD     US Dollar,2014,"Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016)",,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,2.7,2013,https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013,,,,,,,,,,,,,,,,,,,,,,,,Taipei Urban Area,465.625,465.8125,474.625,782.0625,782.0625,792.125,0.373190402244152,0.373284583792447,0.374679297414644,0.626809597755848,0.626715416207553,0.625320702585356,282.648507434463,3155.98994653673,872.799426066326,10144.9899497052,1038.23076402044,11398.1515661272,0,1,0,0.0129213814,0.0149246533,0.0149246533,,,,1,,,,1,,,,1,,1
